129,콩지팥지,별식/퓨전요리,퓨전음식전문,"인천광역시 남구 인하로 45",1,126.6533901,37.45227093,1,2015-09-01,NULL,NULL,NULL,NULL
130,향촌,한식,한식/백반/한정식,"인천광역시 남구 한나루로 489",1,126.6669132,37.45066725,1,2015-09-01,NULL,NULL,NULL,NULL
131,백채생고기,한식,갈비/삼겹살,"인천광역시 남구 한나루로477번길 125",1,126.6601866,37.45078039,1,2015-09-01,NULL,NULL,NULL,NULL
132,쁘띠베이커리,제과제빵떡케익,제과점,"인천광역시 남구 인주대로266번길 35",NULL,126.6652655,37.45117125,1,2015-09-01,NULL,NULL,NULL,NULL
133,전전전,유흥주점,호프/맥주,"인천광역시 남구 경인남길30번길 39",NULL,126.6566401,37.45192048,1,2015-09-01,NULL,NULL,NULL,NULL
134,안단테콘모도,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 107",1,126.6601019,37.45046407,1,2015-09-01,NULL,NULL,NULL,NULL
135,최군맥주,유흥주점,호프/맥주,"인천광역시 남구 인하로47번길 71",NULL,126.6575465,37.45305707,1,2019-09-01,NULL,NULL,1,NULL
136,신토불이,한식,한식/백반/한정식,"인천광역시 남구 인주대로 202",NULL,126.6591013,37.45459746,1,2015-09-01,NULL,NULL,NULL,NULL
137,족사랑,한식,기타고기요리,"인천광역시 남구 경인남길118번길 13",NULL,126.6600257,37.45346364,1,2015-09-01,NULL,NULL,NULL,NULL
138,거성왕만두,분식,라면김밥분식,"인천광역시 남구 인하로147번길 17",NULL,126.6645063,37.45000935,1,2019-09-01,NULL,NULL,NULL,NULL
139,숯불로,한식,갈비/삼겹살,"인천광역시 남구 인주대로198번길 5-38",NULL,126.6580559,37.45427924,1,2015-09-01,NULL,NULL,NULL,NULL
140,코끼리만두,분식,국수/만두/칼국수,"인천광역시 남구 인주대로266번길 19",NULL,126.6655934,37.45179666,1,2015-09-01,NULL,NULL,NULL,NULL
141,달다방,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로 67",1,126.6557761,37.45156826,1,2015-09-01,NULL,NULL,NULL,NULL
142,굴다리떡방아간,제과제빵떡케익,떡전문,"인천광역시 남구 인주대로 225",NULL,126.6619792,37.45419759,1,2015-09-01,NULL,NULL,NULL,NULL
143,59피자,패스트푸드,피자전문,"인천광역시 남구 경인남길30번길 58",1,126.6575177,37.45150697,1,2019-09-01,NULL,NULL,NULL,NULL
144,이모네식당,한식,한식/백반/한정식,"인천광역시 남구 한나루로501번길 26",NULL,126.665892,37.45216945,1,2015-09-01,NULL,NULL,NULL,NULL
145,돈구스,양식,돈가스전문점,"인천광역시 남구 경인남길30번길 65",1,126.6581131,37.45171195,1,2015-09-01,NULL,NULL,NULL,NULL
146,현다방,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 한나루로 493",NULL,126.6670314,37.45101097,1,2015-09-01,NULL,NULL,NULL,NULL
147,노랑통닭,닭/오리요리,후라이드/양념치킨,"인천광역시 남구 경인남길30번길 65",1,126.6581131,37.45171195,1,2019-09-01,NULL,NULL,1,NULL
148,에이살람,한식,한식/백반/한정식,"인천광역시 남구 인하로77번길 35",NULL,126.6575299,37.4527235,1,2015-09-01,NULL,NULL,NULL,NULL
149,델리웨건와작,분식,라면김밥분식,"인천광역시 남구 소성로 6",1,126.6508392,37.4470519,1,2015-09-01,NULL,NULL,1,NULL
150,쥬시,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 경인남길30번길 50",1,126.6570635,37.45162795,1,2019-09-01,NULL,NULL,NULL,NULL
151,바비스,별식/퓨전요리,퓨전음식전문,"인천광역시 남구 인하로 89",1,126.6581382,37.45093735,1,2015-09-01,NULL,NULL,NULL,NULL
152,가메이,일식/수산물,음식점-일식,"인천광역시 남구 경인남길30번길 46",2,126.6568249,37.45169732,1,2015-09-01,NULL,NULL,NULL,NULL
153,수궁,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인주대로 188",NULL,126.6577468,37.45513171,1,2015-09-01,NULL,NULL,NULL,NULL
154,카피아,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로77번길 6-41",1,126.6583833,37.45113836,1,2015-09-01,NULL,NULL,NULL,NULL
155,하이코스,한식,한식/백반/한정식,"인천광역시 남구 인주대로 262",NULL,126.6654418,37.45269598,1,2019-09-01,NULL,NULL,NULL,NULL
156,웰푸드김밥,분식,라면김밥분식,"인천광역시 남구 한나루로463번길 113",NULL,126.6612775,37.44917991,1,2015-09-01,NULL,NULL,NULL,NULL
157,미로곱창,한식,곱창/양구이전문,"인천광역시 남구 인하로77번길 29",NULL,126.6574427,37.4525423,1,2015-09-01,NULL,NULL,NULL,NULL
158,곱돌이와곱순이,한식,곱창/양구이전문,"인천광역시 남구 경인남길30번길 45-2",1,126.6570667,37.4520785,1,2015-09-01,NULL,NULL,NULL,NULL
159,비젼,유흥주점,호프/맥주,"인천광역시 남구 인주대로 173",1,126.6565014,37.45588344,1,2015-09-01,NULL,NULL,NULL,NULL
160,빌리야드퍼브,유흥주점,호프/맥주,"인천광역시 남구 경인남길 86",NULL,126.6578579,37.45333992,1,2019-09-01,NULL,NULL,NULL,NULL
161,카페베네,커피점/카페,커피전문점/카페/다방,"인천광역시 남구 인하로77번길 8",1,126.6572591,37.45143195,1,2015-09-01,NULL,NULL,1,NULL
162,돈화구이,한식,기타고기요리,"인천광역시 남구 인하로67번길 13",NULL,126.6560494,37.45208496,1,2019-09-01,NULL,NULL,NULL,NULL
163,모모키친,한식,한식/백반/한정식,"인천광역시 남구 인하로67번길 5",NULL,126.6559303,37.45179527,1,2019-09-01,NULL,NULL,NULL,NULL
164,알촌,한식,한식/백반/한정식,"인천광역시 남구 경인남길30번길 72",1,126.6583013,37.45129962,1,2015-09-01,NULL,NULL,1,NULL
165,칼로스,유흥주점,호프/맥주,"인천광역시 남구 경인남길30번길 50",1,126.6570635,37.45162795,1,2019-09-01,NULL,NULL,NULL,NULL
166,삼정식당,한식,한식/백반/한정식,"인천광역시 남구 독배로 346",NULL,126.6489477,37.45105789,1,2015-09-01,NULL,NULL,NULL,NULL
167,이기토리,유흥주점,호프/맥주,"인천광역시 남구 인하로67번길 24-24",NULL,126.6569397,37.45223023,1,2015-09-01,NULL,NULL,NULL,NULL
168,뽀댕이,유흥주점,호프/맥주,"인천광역시 남구 인하로91번길 10",NULL,126.6586302,37.45123127,1,2015-09-01,NULL,NULL,NULL,NULL
169,꽃찬찜닭,닭/오리요리,찜닭전문점,"인천광역시 남구 경인남길30번길 92",1,126.6593343,37.45104103,1,2015-09-01,NULL,NULL,1,NULL
170,타임,한식,한식/백반/한정식,"인천광역시 남구 경인남길30번길 72",NULL,126.6583013,37.45129962,1,2015-09-01,NULL,NULL,NULL,NULL
171,얼큰이닭발,닭/오리요리,불닭전문,"인천광역시 남구 인하로105번길 42",1,126.6607396,37.45209315,1,2015-09-01,NULL,NULL,NULL,NULL
172,미쳐버린파닭,닭/오리요리,후라이드/양념치킨,"인천광역시 남구 인하로67번길 24-20",NULL,126.6567918,37.45228261,1,2019-09-01,NULL,NULL,1,NULL
